Country Name,"Year","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by non-communicable diseases (% of total)","Health expenditure per capita (current US$)","Health expenditure, public (% of government expenditure)","Risk of catastrophic expenditure for surgical care (% of people at risk)","Immunization, BCG (% of one-year-old children)","Diarrhea treatment (% of children under 5 who received ORS packet)","Tuberculosis death rate (per 100,000 people)","ARI treatment (% of children under 5 taken to a health provider)"
Lebanon,"2014","NA","NA","568.71483189","10.72474485","31","NA","NA","1.6","NA"
Lesotho,"2005","NA","NA","44.73430538","6.71485195","NA","96","NA","76","NA"
Lesotho,"2006","NA","NA","52.39509813","7.76923077","NA","95","NA","74","NA"
Lesotho,"2007","NA","NA","69.16958692","10","NA","95","NA","71","NA"
Lesotho,"2008","NA","NA","73.18010257","9.83493976","NA","95","NA","67","NA"
Lesotho,"2009","NA","NA","84.22241294","11.03478261","NA","92","51.3","61","65.5"
Lesotho,"2010","NA","NA","118.26345119","13.20408163","NA","90","NA","57","NA"
Lesotho,"2011","NA","NA","146.31923556","14.47826087","NA","87","NA","58","NA"
Lesotho,"2012","64.1","26.8","129.14899132","13.12222222","NA","93","NA","55","NA"
Lesotho,"2013","NA","NA","114.16329453","12.82058824","NA","98","NA","55","NA"
Lesotho,"2014","NA","NA","105.11275284","13.08214286","42.4","98","53.4","64","63.1"
Liberia,"2005","NA","NA","13.32028665","13.284539","NA","76","NA","53","NA"
Liberia,"2006","NA","NA","18.42372745","8.83047737","NA","77","NA","51","NA"
Liberia,"2007","NA","NA","21.47472033","17.25022604","NA","77","53.1","49","62.2"
Liberia,"2008","NA","NA","27.3681863","17.21096138","NA","85","NA","48","NA"
Liberia,"2009","NA","NA","43.49805311","16.61061889","NA","87","NA","49","NA"
Liberia,"2010","NA","NA","38.75852667","12.80275475","NA","73","NA","51","NA"
Liberia,"2011","NA","NA","42.33896688","15.91986014","NA","85","NA","54","NA"
Liberia,"2012","58.2","34.1","42.15033703","11.57961378","NA","85","NA","58","NA"
Liberia,"2013","NA","NA","41.93196548","9.91608082","NA","87","60.4","63","50.7"
Liberia,"2014","NA","NA","46.27042196","11.86425744","59.7","73","NA","68","NA"
Libya,"2005","NA","NA","211.9497545","5.78062486","NA","99","NA","3.6","NA"
Libya,"2006","NA","NA","233.94455632","5.27548711","NA","99","NA","3.6","NA"
Libya,"2007","NA","NA","273.51019198","4.81507197","NA","99","NA","3.7","NA"
Libya,"2008","NA","NA","317.77461293","3.70380054","NA","99","NA","4.1","NA"
Libya,"2009","NA","NA","350.63993855","4.09074219","NA","99","NA","4.6","NA"
Libya,"2010","NA","NA","394.33971109","4.33415097","NA","99","NA","5.4","NA"
Libya,"2011","NA","NA","307.85857305","6.42166824","NA","99","NA","5.7","NA"
Libya,"2012","9.8","77.8","655.42854817","7.9391271","NA","99","NA","6.9","NA"
Libya,"2013","NA","NA","516.06693409","4.9278207","NA","99","NA","8.3","NA"
Libya,"2014","NA","NA","371.72187035","4.9278207","31.7","99","NA","9.7","NA"
Liechtenstein,"2005","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2006","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2007","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2008","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2009","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2010","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2011","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2012","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2013","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Liechtenstein,"2014","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Lithuania,"2005","NA","NA","453.87661654","11.62183701","NA","99","NA","11","NA"
Lithuania,"2006","NA","NA","569.66608278","12.59564294","NA","99","NA","11","NA"
Lithuania,"2007","NA","NA","753.19462298","12.86237951","NA","99","NA","11","NA"
Lithuania,"2008","NA","NA","976.90896927","12.62154685","NA","99","NA","11","NA"
Lithuania,"2009","NA","NA","876.77945958","12.22309434","NA","99","NA","8.5","NA"
Lithuania,"2010","NA","NA","828.65180488","11.88339255","NA","99","NA","7.1","NA"
Lithuania,"2011","NA","NA","967.81169472","12.25268725","NA","98","NA","7","NA"
Lithuania,"2012","2.9","89","940.09820914","12.05943164","NA","98","NA","8.5","NA"
Lithuania,"2013","NA","NA","1019.78908502","12.52527772","NA","98","NA","8","NA"
Lithuania,"2014","NA","NA","1063.42118281","13.36456215","53.1","98","NA","7.7","NA"
Luxembourg,"2005","NA","NA","6488.07232773","16.24484618","NA","NA","NA","0.23","NA"
Luxembourg,"2006","NA","NA","7029.82950046","17.09941994","NA","NA","NA","0.22","NA"
Luxembourg,"2007","NA","NA","7329.36731448","16.05075939","NA","NA","NA","0.43","NA"
Luxembourg,"2008","NA","NA","8303.74926166","16.59295258","NA","NA","NA","0.43","NA"
Luxembourg,"2009","NA","NA","8126.26432288","15.54905998","NA","NA","NA","0.41","NA"
Luxembourg,"2010","NA","NA","7964.45551028","15.15210806","NA","NA","NA","0.2","NA"
Luxembourg,"2011","NA","NA","8333.57617859","14.71364834","NA","NA","NA","0.2","NA"
Luxembourg,"2012","5.8","87.4","7550.70510086","13.63881515","NA","NA","NA","0.19","NA"
Luxembourg,"2013","NA","NA","7980.82819175","13.63881515","NA","NA","NA","0.19","NA"
Luxembourg,"2014","NA","NA","8137.5208061","13.63881515","5.8","NA","NA","0.16","NA"
"Macao SAR, China","2005","NA","NA","NA","NA","NA","NA","NA","4.5","NA"
"Macao SAR, China","2006","NA","NA","NA","NA","NA","NA","NA","4.4","NA"
"Macao SAR, China","2007","NA","NA","NA","NA","NA","NA","NA","4.3","NA"
"Macao SAR, China","2008","NA","NA","NA","NA","NA","NA","NA","4.2","NA"
"Macao SAR, China","2009","NA","NA","NA","NA","NA","NA","NA","4.1","NA"
"Macao SAR, China","2010","NA","NA","NA","NA","NA","NA","NA","4.1","NA"
"Macao SAR, China","2011","NA","NA","NA","NA","NA","NA","NA","4","NA"
"Macao SAR, China","2012","NA","NA","NA","NA","NA","NA","NA","4","NA"
"Macao SAR, China","2013","NA","NA","NA","NA","NA","NA","NA","4","NA"
"Macao SAR, China","2014","NA","NA","NA","NA","NA","NA","NA","4","NA"
"Macedonia, FYR","2005","NA","NA","243.72997681","14.71681187","NA","99","24","3.3","92.7"
"Macedonia, FYR","2006","NA","NA","255.49972355","15.5049126","NA","92","NA","3.1","93"
"Macedonia, FYR","2007","NA","NA","280.9728035","14.13685777","NA","95","NA","2.9","NA"
"Macedonia, FYR","2008","NA","NA","330.65414473","14.06175902","NA","94","NA","2.4","NA"
"Macedonia, FYR","2009","NA","NA","308.7607167","13.27942214","NA","98","NA","0.94","NA"
"Macedonia, FYR","2010","NA","NA","312.22012077","13.20467891","NA","96","NA","1.7","NA"
"Macedonia, FYR","2011","NA","NA","336.33118539","13.41337361","NA","94","62","0.97","NA"
"Macedonia, FYR","2012","1.6","95.2","318.51807094","13.30669833","NA","95","NA","2.6","NA"
"Macedonia, FYR","2013","NA","NA","316.14285497","13.21230255","NA","97","NA","2.7","NA"
"Macedonia, FYR","2014","NA","NA","353.92534247","12.88853695","68.6","99","NA","2.3","NA"
Madagascar,"2005","NA","NA","13.85850308","12.28445994","NA","92","NA","65","NA"
Madagascar,"2006","NA","NA","14.97740312","13.15424267","NA","95","NA","62","NA"
Madagascar,"2007","NA","NA","18.89269829","14.670817","NA","94","NA","60","NA"
Madagascar,"2008","NA","NA","21.23692989","13.51258557","NA","83","NA","58","NA"
Madagascar,"2009","NA","NA","19.60879502","17.11762478","NA","78","16.9","56","42"
Madagascar,"2010","NA","NA","20.14535569","18.56151688","NA","76","NA","55","NA"
Madagascar,"2011","NA","NA","19.32827421","17.32428079","NA","82","NA","53","NA"
Madagascar,"2012","50.5","39.3","15.37880832","13.51079454","NA","78","NA","52","NA"
Madagascar,"2013","NA","NA","19.20267152","17.22073677","NA","77","14.6","51","40.5"
Madagascar,"2014","NA","NA","13.67082999","10.18389375","69.2","75","NA","51","NA"
Malawi,"2005","NA","NA","17.72507053","19.99219356","NA","99","NA","19","NA"
Malawi,"2006","NA","NA","21.37583068","20.03049522","NA","99","55.246185698896","19","52"
Malawi,"2007","NA","NA","25.1662094","13.25149579","NA","95","NA","22","NA"
Malawi,"2008","NA","NA","32.90348873","19.93714616","NA","97","NA","22","NA"
Malawi,"2009","NA","NA","35.73054653","18.51720963","NA","95","NA","17","NA"
Malawi,"2010","NA","NA","36.71748149","20.12188586","NA","97","69","14","70.3"
Malawi,"2011","NA","NA","43.14118238","20.68988973","NA","99","NA","15","NA"
Malawi,"2012","65.1","27.8","32.56114954","22.09774352","NA","99","NA","18","NA"
Malawi,"2013","NA","NA","26.29449749","16.76806522","NA","96","NA","18","NA"
Malawi,"2014","NA","NA","29.01885819","16.76806522","57","97","63.5","17","68.2"
Malaysia,"2005","NA","NA","183.16222694","5.32250219","NA","98","NA","5.8","NA"
Malaysia,"2006","NA","NA","226.36911589","5.87803481","NA","98","NA","6.1","NA"
Malaysia,"2007","NA","NA","261.0748353","5.64192878","NA","99","NA","5.9","NA"
Malaysia,"2008","NA","NA","294.59201806","5.1527295","NA","99","NA","5.7","NA"
Malaysia,"2009","NA","NA","290.61920614","5.8901179","NA","99","NA","6","NA"
Malaysia,"2010","NA","NA","351.27503373","6.74730448","NA","99","NA","6.3","NA"
Malaysia,"2011","NA","NA","393.67312512","6.35886503","NA","99","NA","6.7","NA"
Malaysia,"2012","16.3","73","421.51012619","5.70728098","NA","99","NA","7.1","NA"
Malaysia,"2013","NA","NA","427.04570399","5.87616872","NA","99","NA","7.5","NA"
Malaysia,"2014","NA","NA","455.82552547","6.44961324","41.8","99","NA","8","NA"
Maldives,"2005","NA","NA","349.72931067","17.79616725","NA","97","NA","2","NA"
Maldives,"2006","NA","NA","350.46530714","14.09006698","NA","99","NA","1.9","NA"
Maldives,"2007","NA","NA","367.52907399","12.27651104","NA","98","NA","1.8","NA"
Maldives,"2008","NA","NA","613.81320228","18.49067961","NA","98","NA","2.6","NA"
Maldives,"2009","NA","NA","611.23122942","16.82672223","NA","99","57","2.5","74.1"
Maldives,"2010","NA","NA","556.10733664","14.38215107","NA","97","NA","2.4","NA"
Maldives,"2011","NA","NA","589.64469971","16.61554951","NA","98","NA","2","NA"
Maldives,"2012","11.8","80.8","673.55944476","19.25503431","NA","99","NA","2.2","NA"
Maldives,"2013","NA","NA","860.1534007","22.87089278","NA","99","NA","2.3","NA"
Maldives,"2014","NA","NA","1165.12515007","26.59159495","23.2","99","NA","2.3","NA"
Mali,"2005","NA","NA","26.98479434","12.33765759","NA","83","NA","12","NA"
Mali,"2006","NA","NA","30.1553627","12.98408229","NA","86","14","12","38"
Mali,"2007","NA","NA","36.20940436","13.74137203","NA","86","NA","11","NA"
Mali,"2008","NA","NA","41.3864041","14.81370134","NA","86","NA","11","NA"
Mali,"2009","NA","NA","41.78486175","12.14200869","NA","84","NA","10","NA"
Mali,"2010","NA","NA","39.46097264","12.22612866","NA","82","11.2","10","41.8"
Mali,"2011","NA","NA","45.61117598","12.17793361","NA","84","NA","10","NA"
Mali,"2012","60.3","31.2","43.17492446","12.41679295","NA","84","NA","11","NA"
Mali,"2013","NA","NA","43.87167423","4.74362147","NA","84","36.8","11","31.2"
Mali,"2014","NA","NA","47.76513899","5.64283619","80.6","79","NA","11","NA"
Malta,"2005","NA","NA","1407.69826304","14.19370511","NA","NA","NA","0.25","NA"
Malta,"2006","NA","NA","1495.37495478","14.28397948","NA","NA","NA","0.25","NA"
Malta,"2007","NA","NA","1628.06815048","13.30915837","NA","NA","NA","1","NA"
Malta,"2008","NA","NA","1805.91974224","12.11137513","NA","NA","NA","0.25","NA"
Malta,"2009","NA","NA","1739.74082828","12.54001033","NA","NA","NA","0.25","NA"
Malta,"2010","NA","NA","1753.89488687","12.70990619","NA","NA","NA","0.25","NA"
Malta,"2011","NA","NA","2222.48229873","15.77902276","NA","NA","NA","0.73","NA"
Malta,"2012","4.9","91.7","2216.5969705","15.63718885","NA","NA","NA","0.24","NA"
Malta,"2013","NA","NA","2389.07754158","15.63718885","NA","NA","NA","0.25","NA"
Malta,"2014","NA","NA","2470.59850992","15.63718885","23.7","NA","NA","0.26","NA"
Marshall Islands,"2005","NA","NA","461.91873327","18.93271028","NA","93","NA","29","NA"
Marshall Islands,"2006","NA","NA","547.46047002","25.06122449","NA","92","NA","48","NA"
Marshall Islands,"2007","NA","NA","587.55158713","23.98909091","NA","92","38.2","57","NA"
Marshall Islands,"2008","NA","NA","569.32291735","24.48252427","NA","95","NA","16","NA"
Marshall Islands,"2009","NA","NA","551.37089508","23.20380952","NA","98","NA","29","NA"
Marshall Islands,"2010","NA","NA","542.25959983","22.70480769","NA","99","NA","80","NA"
Marshall Islands,"2011","NA","NA","565.99956196","22.86111111","NA","98","NA","24","NA"
Marshall Islands,"2012","NA","NA","582.62219197","24.36952381","NA","97","NA","32","NA"
Marshall Islands,"2013","NA","NA","623.75334002","24.00867691","NA","93","NA","40","NA"
Marshall Islands,"2014","NA","NA","625.20217954","23.76062488","10.9","89","NA","38","NA"
Mauritania,"2005","NA","NA","29.1300942","7.09420499","NA","91","NA","37","NA"
Mauritania,"2006","NA","NA","30.08652511","5.91202335","NA","86","NA","35","NA"
Mauritania,"2007","NA","NA","35.65529516","6.48940833","NA","92","20.1","33","45"
Mauritania,"2008","NA","NA","38.09228463","5.29287272","NA","89","NA","31","NA"
Mauritania,"2009","NA","NA","39.60779267","7.5854886","NA","81","NA","29","NA"
Mauritania,"2010","NA","NA","39.60878015","6.76698594","NA","85","NA","28","NA"
Mauritania,"2011","NA","NA","39.91531539","5.68634196","NA","86","18.8","26","43.1"
Mauritania,"2012","60.3","31.5","43.12123478","4.58019427","NA","95","NA","24","NA"
Mauritania,"2013","NA","NA","47.46707483","6.01028983","NA","95","NA","23","NA"
Mauritania,"2014","NA","NA","48.83750877","6.01028983","57.3","98","NA","22","NA"
Mauritius,"2005","NA","NA","229.78929037","9.38288535","NA","99","NA","1.2","NA"
Mauritius,"2006","NA","NA","240.07921547","8.81728674","NA","97","NA","0.67","NA"
Mauritius,"2007","NA","NA","268.02312317","8.85502248","NA","98","NA","1.2","NA"
Mauritius,"2008","NA","NA","358.47373772","7.94728889","NA","96","NA","1.2","NA"
Mauritius,"2009","NA","NA","353.09033077","8.53124347","NA","95","NA","1.3","NA"
Mauritius,"2010","NA","NA","411.58234331","10.29367418","NA","99","NA","0.98","NA"
Mauritius,"2011","NA","NA","451.21496225","9.98643352","NA","99","NA","1.5","NA"
Mauritius,"2012","8.2","85.3","432.48170279","9.84821038","NA","99","NA","1.1","NA"
Mauritius,"2013","NA","NA","455.52927878","9.52140394","NA","99","NA","1.3","NA"
Mauritius,"2014","NA","NA","482.45417272","9.99251732","37","97","NA","1.3","NA"
Mexico,"2005","NA","NA","490.72137335","12.04719401","NA","99","NA","2.5","NA"
Mexico,"2006","NA","NA","522.31139678","11.18444417","NA","99","NA","2.3","NA"
Mexico,"2007","NA","NA","565.52595269","11.33363628","NA","99","NA","2.1","NA"
Mexico,"2008","NA","NA","603.92116165","10.64564422","NA","99","NA","2.2","NA"
Mexico,"2009","NA","NA","526.08402681","11.38335512","NA","99","NA","2.1","NA"
Mexico,"2010","NA","NA","591.71250653","11.5345302","NA","98","NA","2.1","NA"
Mexico,"2011","NA","NA","615.1036392","11.35873486","NA","99","NA","2.1","NA"
Mexico,"2012","10.5","77.3","633.08969487","11.46749923","NA","99","52.32","1.8","NA"
Mexico,"2013","NA","NA","673.81003508","11.58149111","NA","91","NA","1.7","NA"
Mexico,"2014","NA","NA","677.18998669","11.58149111","27.8","96","NA","1.7","NA"
"Micronesia, Fed. Sts.","2005","NA","NA","285.12778018","19.08097166","NA","70","NA","58","NA"
"Micronesia, Fed. Sts.","2006","NA","NA","285.4655564","18.26963351","NA","55","NA","53","NA"
"Micronesia, Fed. Sts.","2007","NA","NA","292.11077274","18.80408971","NA","82","NA","47","NA"
"Micronesia, Fed. Sts.","2008","NA","NA","323.33065319","19.79571984","NA","79","NA","42","NA"
"Micronesia, Fed. Sts.","2009","NA","NA","358.12229026","18.92255892","NA","75","NA","36","NA"
"Micronesia, Fed. Sts.","2010","NA","NA","392.41364287","18.62164741","NA","70","NA","31","NA"
"Micronesia, Fed. Sts.","2011","NA","NA","410.81140555","19.10408531","NA","75","NA","26","NA"
"Micronesia, Fed. Sts.","2012","NA","NA","402.07926873","17.76101985","NA","78","NA","20","NA"
"Micronesia, Fed. Sts.","2013","NA","NA","406.49068233","20.39812855","NA","70","NA","15","NA"
"Micronesia, Fed. Sts.","2014","NA","NA","414.98578282","21.22835718","31","70","NA","16","NA"
Moldova,"2005","NA","NA","75.85007101","11.27249265","NA","97","33.3","18","59.7"
Moldova,"2006","NA","NA","100.81442858","11.74919328","NA","99","NA","17","NA"
Moldova,"2007","NA","NA","134.2654473","11.7264454","NA","98","NA","17","NA"
Moldova,"2008","NA","NA","193.76078013","12.97051287","NA","98","NA","15","NA"
Moldova,"2009","NA","NA","189.0509055","13.39179278","NA","96","NA","15","NA"
Moldova,"2010","NA","NA","196.83055882","13.77817178","NA","98","NA","14","NA"
Moldova,"2011","NA","NA","209.53318943","13.61895569","NA","98","NA","12","NA"
Moldova,"2012","3.8","89","242.63063149","13.76541115","NA","99","41.5","12","79.2"
Moldova,"2013","NA","NA","224.7383326","13.07630647","NA","96","NA","8.7","NA"
Moldova,"2014","NA","NA","228.84667106","13.31891989","53.8","97","NA","7.8","NA"
Monaco,"2005","NA","NA","4976.42582849","16.25943777","NA","89","NA","0.08","NA"
Monaco,"2006","NA","NA","5095.67411349","15.55566319","NA","89","NA","0.1","NA"
Monaco,"2007","NA","NA","5667.97502073","15.01489895","NA","89","NA","0.13","NA"
Monaco,"2008","NA","NA","6619.47867629","15.79997461","NA","89","NA","0.16","NA"
Monaco,"2009","NA","NA","6472.14103992","18.52079486","NA","89","NA","0.17","NA"
Monaco,"2010","NA","NA","6410.43733826","18.82163011","NA","89","NA","0.18","NA"
Monaco,"2011","NA","NA","6865.21804268","18.82163011","NA","89","NA","0.19","NA"
Monaco,"2012","NA","NA","6551.81199507","18.82163011","NA","89","NA","0.19","NA"
Monaco,"2013","NA","NA","7045.02269585","18.82163011","NA","89","NA","0.19","NA"
Monaco,"2014","NA","NA","8148.80835769","18.82163011","0.1","89","NA","0.18","NA"
Mongolia,"2005","NA","NA","50.7967431","9.88318029","NA","99","38","3.5","63"
Mongolia,"2006","NA","NA","62.39645618","9.15109524","NA","98","NA","3.4","NA"
Mongolia,"2007","NA","NA","82.70909694","7.75185589","NA","99","NA","3.4","NA"
Mongolia,"2008","NA","NA","119.2579065","8.46035348","NA","98","NA","3.4","NA"
Mongolia,"2009","NA","NA","90.83080339","7.80839928","NA","98","NA","3.3","NA"
Mongolia,"2010","NA","NA","124.48513487","8.40678291","NA","99","30.6","3.2","86.8"
Mongolia,"2011","NA","NA","168.05926884","6.84309511","NA","99","NA","3","NA"
Mongolia,"2012","11.4","78.6","184.71174963","5.81009992","NA","99","NA","2.7","NA"
Mongolia,"2013","NA","NA","184.78689037","5.49922645","NA","99","NA","2.4","NA"
Mongolia,"2014","NA","NA","195.33347873","6.72003972","50.6","99","NA","2.2","70.3"
Montenegro,"2005","NA","NA","310.00022153","14.34706145","NA","NA","16.3","0.57","89.4"
Montenegro,"2006","NA","NA","350.14328132","13.5906972","NA","98","NA","0.91","NA"
Montenegro,"2007","NA","NA","400.37478083","11.39279065","NA","98","NA","1.3","NA"
Montenegro,"2008","NA","NA","449.17704886","9.68331132","NA","98","NA","0.56","NA"
Montenegro,"2009","NA","NA","406.79070056","7.31399863","NA","95","NA","0.19","NA"
Montenegro,"2010","NA","NA","456.62931647","9.51383246","NA","95","NA","0.2","NA"
Montenegro,"2011","NA","NA","500.41784156","9.11265909","NA","97","NA","0.29","NA"
Montenegro,"2012","2.2","92.3","470.00019717","9.84266145","NA","95","NA","0.14","NA"
Montenegro,"2013","NA","NA","454.48711083","9.84266145","NA","93","NA","0.62","NA"
Montenegro,"2014","NA","NA","457.66493632","9.84266145","11.3","91","NA","0.58","NA"
Morocco,"2005","NA","NA","99.08463155","4.43314278","NA","95","NA","10","NA"
Morocco,"2006","NA","NA","111.93963065","5.83120265","NA","95","NA","10","NA"
Morocco,"2007","NA","NA","132.80990507","6.31538512","NA","96","NA","10","NA"
Morocco,"2008","NA","NA","153.51311657","5.94474097","NA","99","NA","10","NA"
Morocco,"2009","NA","NA","162.39539042","6.58376965","NA","99","NA","10","NA"
Morocco,"2010","NA","NA","165.63363843","6.47997839","NA","99","NA","10","NA"
Morocco,"2011","NA","NA","182.63632132","6.04558367","NA","99","22.1","8.1","70.1"
Morocco,"2012","17.8","75.3","178.7231795","6.04558367","NA","99","NA","8.4","NA"
Morocco,"2013","NA","NA","184.23049694","5.77829748","NA","99","NA","8.3","NA"
Morocco,"2014","NA","NA","190.05396963","6.03489204","51.2","99","NA","7.9","NA"
Mozambique,"2005","NA","NA","21.38531197","18.2437012","NA","90","NA","75","NA"
Mozambique,"2006","NA","NA","21.25979085","15.19346438","NA","90","NA","72","NA"
Mozambique,"2007","NA","NA","21.41411052","12.77578515","NA","90","NA","70","NA"
Mozambique,"2008","NA","NA","23.61134593","10.50136518","NA","90","45.7","68","65"
Mozambique,"2009","NA","NA","24.63427787","8.5704598","NA","90","NA","66","NA"
Mozambique,"2010","NA","NA","22.38533897","10.37362099","NA","90","NA","64","NA"
Mozambique,"2011","NA","NA","32.88981437","7.74918312","NA","91","55","64","50.2"
Mozambique,"2012","66.1","23.2","32.38126824","8.8123221","NA","91","NA","64","NA"
Mozambique,"2013","NA","NA","34.44457522","8.8123221","NA","93","NA","72","NA"
Mozambique,"2014","NA","NA","41.99657338","8.8123221","27.3","94","NA","67","NA"
Myanmar,"2005","NA","NA","4.74102736","1.13298279","NA","76","NA","80","NA"
Myanmar,"2006","NA","NA","5.36003275","1.56397464","NA","85","NA","72","NA"
Myanmar,"2007","NA","NA","6.93670065","1.2777965","NA","89","NA","66","NA"
Myanmar,"2008","NA","NA","9.82697082","1.47798923","NA","88","NA","60","NA"
Myanmar,"2009","NA","NA","13.19643897","1.48812841","NA","93","NA","56","NA"
Myanmar,"2010","NA","NA","15.24817471","1.77391528","NA","93","60.6","53","69.3"
Myanmar,"2011","NA","NA","19.07431371","1.7907666","NA","93","NA","51","NA"
Myanmar,"2012","30.4","58.7","23.66903777","3.28063395","NA","87","NA","50","NA"
Myanmar,"2013","NA","NA","17.93361636","3.28063395","NA","86","NA","51","NA"
Myanmar,"2014","NA","NA","20.28780579","3.59309128","NA","86","NA","53","NA"
Namibia,"2005","NA","NA","262.17406419","12.8076941","NA","95","NA","93","NA"
Namibia,"2006","NA","NA","279.66485749","11.83479874","NA","88","NA","91","NA"
Namibia,"2007","NA","NA","293.43263674","14.69690388","NA","95","63.1","87","71.5"
Namibia,"2008","NA","NA","285.98162465","13.85598106","NA","88","NA","82","NA"
Namibia,"2009","NA","NA","332.04679535","13.85598106","NA","85","NA","80","NA"
Namibia,"2010","NA","NA","405.64109962","13.85598106","NA","88","NA","79","NA"
Namibia,"2011","NA","NA","486.4689706","13.85598106","NA","89","NA","79","NA"
Namibia,"2012","46.8","43","467.89893267","13.85598106","NA","90","NA","77","NA"
Namibia,"2013","NA","NA","470.04414484","13.85598106","NA","94","71.6","71","67.7"
Namibia,"2014","NA","NA","499.01568382","13.85598106","31.7","97","NA","63","NA"
Nauru,"2005","NA","NA","326.78166902","18.51851852","NA","90","NA","27","NA"
Nauru,"2006","NA","NA","340.59830256","18.51851852","NA","99","NA","32","NA"
Nauru,"2007","NA","NA","439.23575764","18.51851852","NA","99","23.3","5.9","69"
Nauru,"2008","NA","NA","679.86484133","13.81121692","NA","99","NA","1.7","NA"
Nauru,"2009","NA","NA","511.5599565","10.51082251","NA","99","NA","5.7","NA"
Nauru,"2010","NA","NA","567.49963114","10.29012434","NA","99","NA","5.6","NA"
Nauru,"2011","NA","NA","655.53265629","9.8507413","NA","99","NA","1.7","NA"
Nauru,"2012","NA","NA","834.00056519","11.49656571","NA","99","NA","1.6","NA"
Nauru,"2013","NA","NA","702.3177442","11.46182271","NA","99","NA","5.8","NA"
Nauru,"2014","NA","NA","516.4416809","5.23507041","NA","99","NA","6","NA"
Nepal,"2005","NA","NA","18.53383974","10.338573","NA","87","NA","18","NA"
Nepal,"2006","NA","NA","19.85499235","13.15981334","NA","93","29.3","18","42.9"
Nepal,"2007","NA","NA","24.55968278","13.25943462","NA","89","NA","18","NA"
Nepal,"2008","NA","NA","28.58463504","14.82563869","NA","87","NA","18","NA"
Nepal,"2009","NA","NA","30.69813693","12.70712287","NA","94","NA","18","NA"
Nepal,"2010","NA","NA","38.95948969","14.29194004","NA","94","NA","18","NA"
Nepal,"2011","NA","NA","45.72228723","16.0166177","NA","97","39","18","49.5"
Nepal,"2012","29.8","59.6","38.41344055","11.81849299","NA","96","NA","18","NA"
Nepal,"2013","NA","NA","37.18347407","11.64034241","NA","97","NA","18","NA"
Nepal,"2014","NA","NA","39.86817954","11.17908234","74.8","99","NA","17","50.1"
Netherlands,"2005","NA","NA","3993.99847492","15.82254717","NA","NA","NA","0.21","NA"
Netherlands,"2006","NA","NA","4162.44213964","18.77390195","NA","NA","NA","0.2","NA"
Netherlands,"2007","NA","NA","4801.72824025","18.90827489","NA","NA","NA","0.13","NA"
Netherlands,"2008","NA","NA","5462.48845102","19.09652765","NA","NA","NA","0.16","NA"
Netherlands,"2009","NA","NA","5355.07274159","18.64782353","NA","NA","NA","0.24","NA"
Netherlands,"2010","NA","NA","5286.46555152","19.03502159","NA","NA","NA","0.2","NA"
Netherlands,"2011","NA","NA","5649.19529313","19.55563514","NA","NA","NA","0.12","NA"
Netherlands,"2012","6.4","89.3","5456.45265249","20.34961413","NA","NA","NA","0.09","NA"
Netherlands,"2013","NA","NA","5688.44151021","20.86258153","NA","NA","NA","0.14","NA"
Netherlands,"2014","NA","NA","5693.85992057","20.86258153","2.3","NA","NA","0.13","NA"
New Caledonia,"2005","NA","NA","NA","NA","NA","NA","NA","2.1","NA"
New Caledonia,"2006","NA","NA","NA","NA","NA","NA","NA","2","NA"
New Caledonia,"2007","NA","NA","NA","NA","NA","NA","NA","1.9","NA"
New Caledonia,"2008","NA","NA","NA","NA","NA","NA","NA","1.9","NA"
New Caledonia,"2009","NA","NA","NA","NA","NA","NA","NA","1.8","NA"
New Caledonia,"2010","NA","NA","NA","NA","NA","NA","NA","1.7","NA"
New Caledonia,"2011","NA","NA","NA","NA","NA","NA","NA","1.6","NA"
New Caledonia,"2012","NA","NA","NA","NA","NA","NA","NA","1.5","NA"
New Caledonia,"2013","NA","NA","NA","NA","NA","NA","NA","1.3","NA"
New Caledonia,"2014","NA","NA","NA","NA","NA","NA","NA","1.2","NA"
New Zealand,"2005","NA","NA","2307.09691243","17.68781143","NA","NA","NA","0.15","NA"
New Zealand,"2006","NA","NA","2315.65412324","18.05514665","NA","NA","NA","0.26","NA"
New Zealand,"2007","NA","NA","2713.53514314","18.06443118","NA","NA","NA","0.17","NA"
New Zealand,"2008","NA","NA","3318.76752161","21.60657437","NA","NA","NA","0.16","NA"
New Zealand,"2009","NA","NA","3145.23658292","22.46882649","NA","NA","NA","0.16","NA"
New Zealand,"2010","NA","NA","3742.56022226","19.77959438","NA","NA","NA","0.25","NA"
New Zealand,"2011","NA","NA","4251.40305286","21.7140785","NA","NA","NA","0.14","NA"
