Country Name,"Time","GHG net emissions/removals by LUCF (Mt of CO2 equivalent)","Total greenhouse gas emissions (kt of CO2 equivalent)"
Myanmar,"2012","NA","528416.217662507"
Myanmar,"2013","NA","NA"
Myanmar,"2014","NA","NA"
Namibia,"2005","NA","30934.05"
Namibia,"2006","NA","37085.6941"
Namibia,"2007","NA","36561.0978"
Namibia,"2008","NA","28595.4652"
Namibia,"2009","NA","39971.703287644"
Namibia,"2010","NA","37647.5718011523"
Namibia,"2011","NA","37855.6522446755"
Namibia,"2012","NA","38049.2707847565"
Namibia,"2013","NA","NA"
Namibia,"2014","NA","NA"
Nauru,"2005","NA","3.98356194"
Nauru,"2006","NA","4.05243858"
Nauru,"2007","NA","4.13258043"
Nauru,"2008","NA","4.21825037"
Nauru,"2009","NA","4.29186935561673"
Nauru,"2010","NA","4.4333853434706"
Nauru,"2011","NA","4.50535379689799"
Nauru,"2012","NA","4.57302008015847"
Nauru,"2013","NA","NA"
Nauru,"2014","NA","NA"
Nepal,"2005","NA","30862.516"
Nepal,"2006","NA","30946.099"
Nepal,"2007","NA","31263.61"
Nepal,"2008","NA","32026.569"
Nepal,"2009","NA","32809.2621925374"
Nepal,"2010","NA","32738.69185878"
Nepal,"2011","NA","33160.9713713475"
Nepal,"2012","NA","40762.7152881677"
Nepal,"2013","NA","NA"
Nepal,"2014","NA","NA"
Netherlands,"2005","2.68737796739813","217083.632"
Netherlands,"2006","2.67530344627373","211767.903"
Netherlands,"2007","2.50658652526318","208848.042454"
Netherlands,"2008","2.66803363912434","205061.312"
Netherlands,"2009","2.47502937950696","201884.487178424"
Netherlands,"2010","NA","212418.45504564"
Netherlands,"2011","NA","200143.54444018"
Netherlands,"2012","NA","195873.763889571"
Netherlands,"2013","NA","NA"
Netherlands,"2014","NA","NA"
New Caledonia,"2005","NA","1545.50571"
New Caledonia,"2006","NA","1505.27136"
New Caledonia,"2007","NA","1509.92728"
New Caledonia,"2008","NA","1500.73903"
New Caledonia,"2009","NA","1494.78557080585"
New Caledonia,"2010","NA","1568.02809484123"
New Caledonia,"2011","NA","1616.70937034626"
New Caledonia,"2012","NA","1660.24836192453"
New Caledonia,"2013","NA","NA"
New Caledonia,"2014","NA","NA"
New Zealand,"2005","-25.5427578796181","82066.568"
New Zealand,"2006","-23.7280629227174","83539.488"
New Zealand,"2007","-21.4599998729127","81888.391"
New Zealand,"2008","-29.360136122903","81442.9"
New Zealand,"2009","-26.6827477850648","76062.1502053644"
New Zealand,"2010","NA","76141.6578305852"
New Zealand,"2011","NA","75851.1222399306"
New Zealand,"2012","NA","78130.9798816606"
New Zealand,"2013","NA","NA"
New Zealand,"2014","NA","NA"
Nicaragua,"2005","NA","16831.87"
Nicaragua,"2006","NA","15048.35"
Nicaragua,"2007","NA","15276.859"
Nicaragua,"2008","NA","15791.953"
Nicaragua,"2009","NA","15861.9682306353"
Nicaragua,"2010","NA","15794.3498057937"
Nicaragua,"2011","NA","16068.6412130905"
Nicaragua,"2012","NA","16323.0434302921"
Nicaragua,"2013","NA","NA"
Nicaragua,"2014","NA","NA"
Niger,"2005","NA","10258.5269"
Niger,"2006","NA","10176.1295"
Niger,"2007","NA","10970.2882"
Niger,"2008","NA","10491.4259"
Niger,"2009","NA","10530.9297519483"
Niger,"2010","NA","11219.5051135265"
Niger,"2011","NA","11342.1190258822"
Niger,"2012","NA","11460.9158280465"
Niger,"2013","NA","NA"
Niger,"2014","NA","NA"
Nigeria,"2005","NA","374421.704"
Nigeria,"2006","NA","318579.09"
Nigeria,"2007","NA","335201.39"
Nigeria,"2008","NA","316058.63"
Nigeria,"2009","NA","273156.363092577"
Nigeria,"2010","NA","292211.735427326"
Nigeria,"2011","NA","296799.948975518"
Nigeria,"2012","NA","301010.125866092"
Nigeria,"2013","NA","NA"
Nigeria,"2014","NA","NA"
Northern Mariana Islands,"2005","NA","10.33170764"
Northern Mariana Islands,"2006","NA","10.65055804"
Northern Mariana Islands,"2007","NA","11.00040397"
Northern Mariana Islands,"2008","NA","11.3841499"
Northern Mariana Islands,"2009","NA","11.79593055"
Northern Mariana Islands,"2010","NA","12.24371151"
Northern Mariana Islands,"2011","NA","12.3661486251"
Northern Mariana Islands,"2012","NA","12.4885857402"
Northern Mariana Islands,"2013","NA","NA"
Northern Mariana Islands,"2014","NA","NA"
Norway,"2005","-29.6128553778622","71578.0629"
Norway,"2006","-24.2379367562092","71355.504"
Norway,"2007","-28.279715879798","72404.46722"
Norway,"2008","-34.3031908365547","71002.7568"
Norway,"2009","-25.3284987396789","65840.6636900105"
Norway,"2010","NA","65710.0642142401"
Norway,"2011","NA","64181.1477579667"
Norway,"2012","NA","63536.7320746753"
Norway,"2013","NA","NA"
Norway,"2014","NA","NA"
Oman,"2005","NA","48099.6628"
Oman,"2006","NA","50886.1962"
Oman,"2007","NA","52515.093"
Oman,"2008","NA","55220.8011"
Oman,"2009","NA","55510.2056941071"
Oman,"2010","NA","59041.9795817376"
Oman,"2011","NA","60705.5913108149"
Oman,"2012","NA","62201.5508044815"
Oman,"2013","NA","NA"
Oman,"2014","NA","NA"
Pakistan,"2005","NA","299134.716"
Pakistan,"2006","NA","314154.5358"
Pakistan,"2007","NA","336409.906"
Pakistan,"2008","NA","338551.92"
Pakistan,"2009","NA","343244.201743882"
Pakistan,"2010","NA","354528.622197099"
Pakistan,"2011","NA","362475.094356567"
Pakistan,"2012","NA","369734.583692698"
Pakistan,"2013","NA","NA"
Pakistan,"2014","NA","NA"
Palau,"2005","NA","1.335022017"
Palau,"2006","NA","1.340129978"
Palau,"2007","NA","1.34514806"
Palau,"2008","NA","1.350926018"
Palau,"2009","NA","1.356220685"
Palau,"2010","NA","1.361525352"
Palau,"2011","NA","1.37514060552"
Palau,"2012","NA","1.38875585904"
Palau,"2013","NA","NA"
Palau,"2014","NA","NA"
Panama,"2005","NA","10588.624"
Panama,"2006","NA","11987.7807"
Panama,"2007","NA","11689.1502"
Panama,"2008","NA","15082.5873"
Panama,"2009","NA","15489.5112672717"
Panama,"2010","NA","15428.76050942"
Panama,"2011","NA","15860.4557625829"
Panama,"2012","NA","16248.7722905672"
Panama,"2013","NA","NA"
Panama,"2014","NA","NA"
Papua New Guinea,"2005","NA","9453.0338"
Papua New Guinea,"2006","NA","14195.8728"
Papua New Guinea,"2007","NA","9773.2384"
Papua New Guinea,"2008","NA","9516.4689"
Papua New Guinea,"2009","NA","11298.7329775057"
Papua New Guinea,"2010","NA","10667.5964883463"
Papua New Guinea,"2011","NA","10888.0894662948"
Papua New Guinea,"2012","NA","11087.4570564505"
Papua New Guinea,"2013","NA","NA"
Papua New Guinea,"2014","NA","NA"
Paraguay,"2005","NA","90747.006"
Paraguay,"2006","NA","67108.715"
Paraguay,"2007","NA","138575.697"
Paraguay,"2008","NA","54092.028"
Paraguay,"2009","NA","46875.5965759124"
Paraguay,"2010","NA","50027.5030005582"
Paraguay,"2011","NA","50445.1164029722"
Paraguay,"2012","NA","50843.9542041131"
Paraguay,"2013","NA","NA"
Paraguay,"2014","NA","NA"
Peru,"2005","NA","68557.456"
Peru,"2006","NA","58736.853"
Peru,"2007","NA","70911.513"
Peru,"2008","NA","63708.119"
Peru,"2009","NA","64753.407771013"
Peru,"2010","NA","71614.2940211242"
Peru,"2011","NA","73289.702901321"
Peru,"2012","NA","74806.9567445781"
Peru,"2013","NA","NA"
Peru,"2014","NA","NA"
Philippines,"2005","NA","146433.72"
Philippines,"2006","NA","201211.257"
Philippines,"2007","NA","149106.274"
Philippines,"2008","NA","152332.054"
Philippines,"2009","NA","223801.402582966"
Philippines,"2010","NA","159940.452828914"
Philippines,"2011","NA","163797.78766544"
Philippines,"2012","NA","167297.549725585"
Philippines,"2013","NA","NA"
Philippines,"2014","NA","NA"
Poland,"2005","-26.6603316767345","411811.67406"
Poland,"2006","-29.750885655226","423290.66622"
Poland,"2007","-26.9601130825353","421174.6542"
Poland,"2008","-34.8578216079035","420981.528"
Poland,"2009","-37.175300142742","405421.159762265"
Poland,"2010","NA","426485.868351622"
Poland,"2011","NA","422791.468168537"
Poland,"2012","NA","414606.89232929"
Poland,"2013","NA","NA"
Poland,"2014","NA","NA"
Portugal,"2005","-6.21575818940157","101594.256"
Portugal,"2006","-11.9007098676084","81336.945"
Portugal,"2007","-12.5562812453225","79399.304"
Portugal,"2008","-13.4543607899677","74433.765"
Portugal,"2009","-14.0945612573913","75492.5034292383"
Portugal,"2010","NA","71681.4684400366"
Portugal,"2011","NA","71977.8870090626"
Portugal,"2012","NA","72524.218510274"
Portugal,"2013","NA","NA"
Portugal,"2014","NA","NA"
Puerto Rico,"2005","NA","3118.66669"
Puerto Rico,"2006","NA","3105.7168"
Puerto Rico,"2007","NA","3064.31024"
Puerto Rico,"2008","NA","3067.96985"
Puerto Rico,"2009","NA","3119.06938320473"
Puerto Rico,"2010","NA","3199.24568321129"
Puerto Rico,"2011","NA","3247.52000136847"
Puerto Rico,"2012","NA","3293.25487972272"
Puerto Rico,"2013","NA","NA"
Puerto Rico,"2014","NA","NA"
Qatar,"2005","NA","61388.81678"
Qatar,"2006","NA","68073.78995"
Qatar,"2007","NA","77135.76161"
Qatar,"2008","NA","83149.36557"
Qatar,"2009","NA","86227.8146737545"
Qatar,"2010","NA","98391.5338465153"
Qatar,"2011","NA","100891.323358578"
Qatar,"2012","NA","103155.120721373"
Qatar,"2013","NA","NA"
Qatar,"2014","NA","NA"
Romania,"2005","-37.1810838297338","139578.1707"
Romania,"2006","-37.1998157170189","144382.55"
Romania,"2007","-36.1144424177981","141043.059"
Romania,"2008","-36.4145552250475","136834.935"
Romania,"2009","-36.5333925516156","119648.2095"
Romania,"2010","NA","117930.698"
Romania,"2011","NA","126194.415552348"
Romania,"2012","NA","121762.225104696"
Romania,"2013","NA","NA"
Romania,"2014","NA","NA"
Russian Federation,"2005","-537.923219799379","2527172.17"
Russian Federation,"2006","-532.218294805443","2748951.04"
Russian Federation,"2007","-561.681585110855","2604102.33"
Russian Federation,"2008","-592.803679671148","2995286.6"
Russian Federation,"2009","-656.477613599683","2562920.977736"
Russian Federation,"2010","NA","2603289.62983381"
Russian Federation,"2011","NA","2777724.31014007"
Russian Federation,"2012","NA","2803398.4879042"
Russian Federation,"2013","NA","NA"
Russian Federation,"2014","NA","NA"
Rwanda,"2005","NA","4963.9625"
Rwanda,"2006","NA","5021.6608"
Rwanda,"2007","NA","4904.6175"
Rwanda,"2008","NA","5183.7427"
Rwanda,"2009","NA","5967.06192569087"
Rwanda,"2010","NA","6547.47491286008"
Rwanda,"2011","NA","6620.24670057814"
Rwanda,"2012","NA","6689.94889743344"
Rwanda,"2013","NA","NA"
Rwanda,"2014","NA","NA"
Samoa,"2005","NA","307.20583"
Samoa,"2006","NA","326.16138"
Samoa,"2007","NA","326.9412"
Samoa,"2008","NA","330.23679"
Samoa,"2009","NA","330.708149791493"
Samoa,"2010","NA","340.977682074287"
Samoa,"2011","NA","348.882192362577"
Samoa,"2012","NA","356.086960000804"
Samoa,"2013","NA","NA"
Samoa,"2014","NA","NA"
San Marino,"2005","NA","NA"
San Marino,"2006","NA","NA"
San Marino,"2007","-0.004","NA"
San Marino,"2008","NA","NA"
San Marino,"2009","NA","NA"
San Marino,"2010","NA","NA"
San Marino,"2011","NA","NA"
San Marino,"2012","NA","NA"
San Marino,"2013","NA","NA"
San Marino,"2014","NA","NA"
Sao Tome and Principe,"2005","NA","177.245483"
Sao Tome and Principe,"2006","NA","155.275431"
Sao Tome and Principe,"2007","NA","169.708684"
Sao Tome and Principe,"2008","NA","175.963732"
Sao Tome and Principe,"2009","NA","177.024126785466"
Sao Tome and Principe,"2010","NA","185.451631790855"
Sao Tome and Principe,"2011","NA","190.736300569879"
Sao Tome and Principe,"2012","NA","195.486961272431"
Sao Tome and Principe,"2013","NA","NA"
Sao Tome and Principe,"2014","NA","NA"
Saudi Arabia,"2005","NA","385792.922"
Saudi Arabia,"2006","NA","400740.293"
Saudi Arabia,"2007","NA","419852.998"
Saudi Arabia,"2008","NA","446765.124"
Saudi Arabia,"2009","NA","471266.326647713"
Saudi Arabia,"2010","NA","495438.152690121"
Saudi Arabia,"2011","NA","514967.262649612"
Saudi Arabia,"2012","NA","549111.583031927"
Saudi Arabia,"2013","NA","NA"
Saudi Arabia,"2014","NA","NA"
Senegal,"2005","NA","50288.842"
Senegal,"2006","NA","58446.314"
Senegal,"2007","NA","47429.886"
Senegal,"2008","NA","51876.505"
Senegal,"2009","NA","47324.755141409"
Senegal,"2010","NA","53407.5710536081"
Senegal,"2011","NA","53810.0458870121"
Senegal,"2012","NA","54185.3718787515"
Senegal,"2013","NA","NA"
Senegal,"2014","NA","NA"
Serbia,"2005","NA","NA"
Serbia,"2006","NA","NA"
Serbia,"2007","NA","NA"
Serbia,"2008","NA","NA"
Serbia,"2009","NA","NA"
Serbia,"2010","NA","NA"
Serbia,"2011","NA","NA"
Serbia,"2012","NA","NA"
Serbia,"2013","NA","NA"
Serbia,"2014","NA","NA"
Seychelles,"2005","NA","688.183379"
Seychelles,"2006","NA","726.405314"
Seychelles,"2007","NA","786.5191"
Seychelles,"2008","NA","806.416085"
Seychelles,"2009","NA","805.942230706433"
Seychelles,"2010","NA","854.072184402449"
Seychelles,"2011","NA","883.831427003904"
Seychelles,"2012","NA","910.287358285027"
Seychelles,"2013","NA","NA"
Seychelles,"2014","NA","NA"
Sierra Leone,"2005","NA","14869.1843"
Sierra Leone,"2006","NA","26983.2073"
Sierra Leone,"2007","NA","28565.22"
Sierra Leone,"2008","NA","33083.703"
Sierra Leone,"2009","NA","17509.103840073"
Sierra Leone,"2010","NA","11647.4905123863"
Sierra Leone,"2011","NA","11731.1661612871"
Sierra Leone,"2012","NA","11810.8870188195"
Sierra Leone,"2013","NA","NA"
Sierra Leone,"2014","NA","NA"
Singapore,"2005","NA","47597.8146"
Singapore,"2006","NA","48418.7996"
Singapore,"2007","NA","49828.815"
Singapore,"2008","NA","50059.9548"
Singapore,"2009","NA","49828.2152938626"
Singapore,"2010","NA","52731.9988239379"
Singapore,"2011","NA","54413.5540095278"
Singapore,"2012","NA","55910.2813044732"
Singapore,"2013","NA","NA"
Singapore,"2014","NA","NA"
Sint Maarten (Dutch part),"2005","NA","NA"
Sint Maarten (Dutch part),"2006","NA","NA"
Sint Maarten (Dutch part),"2007","NA","NA"
Sint Maarten (Dutch part),"2008","NA","NA"
Sint Maarten (Dutch part),"2009","NA","NA"
Sint Maarten (Dutch part),"2010","NA","NA"
Sint Maarten (Dutch part),"2011","NA","NA"
Sint Maarten (Dutch part),"2012","NA","NA"
Sint Maarten (Dutch part),"2013","NA","NA"
Sint Maarten (Dutch part),"2014","NA","NA"
Slovak Republic,"2005","-1.42959246799636","48958.7859605"
Slovak Republic,"2006","-4.13104135028988","48387.52"
Slovak Republic,"2007","-3.95939664301022","48141.598"
Slovak Republic,"2008","-3.17615896201799","49160.9889427"
Slovak Republic,"2009","-3.44900752453413","46722.85803"
Slovak Republic,"2010","NA","49973.282"
Slovak Republic,"2011","NA","48551.7499855841"
Slovak Republic,"2012","NA","46301.2739711681"
Slovak Republic,"2013","NA","NA"
Slovak Republic,"2014","NA","NA"
Slovenia,"2005","-8.45890414101904","22366.8829"
Slovenia,"2006","-8.24730835478279","22781.6492"
Slovenia,"2007","-8.47868172361466","22932.5376"
Slovenia,"2008","-8.48271914619971","23252.2604"
Slovenia,"2009","-8.45819778535689","21453.1576"
Slovenia,"2010","NA","21893.6609"
Slovenia,"2011","NA","21513.476468893"
Slovenia,"2012","NA","21074.7483377861"
Slovenia,"2013","NA","NA"
Slovenia,"2014","NA","NA"
Solomon Islands,"2005","NA","4323.8015"
Solomon Islands,"2006","NA","4336.3667"
Solomon Islands,"2007","NA","4406.1073"
Solomon Islands,"2008","NA","4411.7304"
Solomon Islands,"2009","NA","4419.51705605364"
Solomon Islands,"2010","NA","4479.82999608379"
Solomon Islands,"2011","NA","4536.57738178344"
Solomon Islands,"2012","NA","4591.46452705258"
Solomon Islands,"2013","NA","NA"
Solomon Islands,"2014","NA","NA"
Somalia,"2005","NA","21219.932"
Somalia,"2006","NA","21176.8067"
Somalia,"2007","NA","21272.603"
Somalia,"2008","NA","21450.946"
Somalia,"2009","NA","21130.6211247516"
Somalia,"2010","NA","21461.805455857"
Somalia,"2011","NA","21690.2656830673"
Somalia,"2012","NA","21916.3232231908"
Somalia,"2013","NA","NA"
Somalia,"2014","NA","NA"
South Africa,"2005","NA","498312.886"
South Africa,"2006","NA","480054.73"
South Africa,"2007","NA","502130.255"
South Africa,"2008","NA","493215.924"
South Africa,"2009","NA","468413.489161655"
South Africa,"2010","NA","456538.492310706"
South Africa,"2011","NA","451483.820825423"
South Africa,"2012","NA","450615.780893113"
South Africa,"2013","NA","NA"
South Africa,"2014","NA","NA"
South Sudan,"2005","NA","NA"
South Sudan,"2006","NA","NA"
South Sudan,"2007","NA","NA"
South Sudan,"2008","NA","NA"
South Sudan,"2009","NA","NA"
South Sudan,"2010","NA","NA"
South Sudan,"2011","NA","NA"
South Sudan,"2012","NA","NA"
South Sudan,"2013","NA","NA"
South Sudan,"2014","NA","NA"
Spain,"2005","-24.5955603182005","437016.741"
Spain,"2006","-27.6548165930754","430218.332"
Spain,"2007","-29.6600135540064","439904.168"
Spain,"2008","-29.1183666054547","404869.429"
Spain,"2009","-28.6279561581977","372822.515384651"
Spain,"2010","NA","354618.022613412"
Spain,"2011","NA","353857.386145107"
Spain,"2012","NA","348257.292233754"
Spain,"2013","NA","NA"
Spain,"2014","NA","NA"
Sri Lanka,"2005","NA","27223.2922"
Sri Lanka,"2006","NA","26000.0448"
Sri Lanka,"2007","NA","27768.839"
Sri Lanka,"2008","NA","27954.9991"
Sri Lanka,"2009","NA","27826.5551277157"
Sri Lanka,"2010","NA","29131.2905203967"
Sri Lanka,"2011","NA","29822.7789910656"
Sri Lanka,"2012","NA","30451.8263103441"
Sri Lanka,"2013","NA","NA"
Sri Lanka,"2014","NA","NA"
St. Kitts and Nevis,"2005","NA","167.940586"
St. Kitts and Nevis,"2006","NA","176.000772"
St. Kitts and Nevis,"2007","NA","172.285036"
St. Kitts and Nevis,"2008","NA","176.179606"
St. Kitts and Nevis,"2009","NA","176.618645463892"
St. Kitts and Nevis,"2010","NA","184.440340392057"
St. Kitts and Nevis,"2011","NA","189.780252605721"
St. Kitts and Nevis,"2012","NA","194.567544142894"
St. Kitts and Nevis,"2013","NA","NA"
St. Kitts and Nevis,"2014","NA","NA"
St. Lucia,"2005","NA","473.06637"
St. Lucia,"2006","NA","493.08741"
St. Lucia,"2007","NA","512.25312"
St. Lucia,"2008","NA","533.67247"
St. Lucia,"2009","NA","534.355854746858"
St. Lucia,"2010","NA","563.915882513968"
St. Lucia,"2011","NA","582.33575435051"
St. Lucia,"2012","NA","598.765917552075"
St. Lucia,"2013","NA","NA"
St. Lucia,"2014","NA","NA"
St. Martin (French part),"2005","NA","NA"
St. Martin (French part),"2006","NA","NA"
St. Martin (French part),"2007","NA","NA"
St. Martin (French part),"2008","NA","NA"
St. Martin (French part),"2009","NA","NA"
St. Martin (French part),"2010","NA","NA"
St. Martin (French part),"2011","NA","NA"
St. Martin (French part),"2012","NA","NA"
St. Martin (French part),"2013","NA","NA"
St. Martin (French part),"2014","NA","NA"
St. Vincent and the Grenadines,"2005","NA","261.000889"
St. Vincent and the Grenadines,"2006","NA","267.909652"
St. Vincent and the Grenadines,"2007","NA","276.96653"
St. Vincent and the Grenadines,"2008","NA","284.790058"
St. Vincent and the Grenadines,"2009","NA","286.272890214613"
St. Vincent and the Grenadines,"2010","NA","301.562853783709"
St. Vincent and the Grenadines,"2011","NA","310.883655689352"
St. Vincent and the Grenadines,"2012","NA","319.21808524325"
St. Vincent and the Grenadines,"2013","NA","NA"
St. Vincent and the Grenadines,"2014","NA","NA"
Sudan,"2005","NA","536024.45"
Sudan,"2006","NA","453816.36"
Sudan,"2007","NA","634374.73"
Sudan,"2008","NA","572341.41"
Sudan,"2009","NA","559206.070707765"
Sudan,"2010","NA","487562.733687685"
Sudan,"2011","NA","489798.213265019"
Sudan,"2012","NA","491982.266532203"
Sudan,"2013","NA","NA"
Sudan,"2014","NA","NA"
Suriname,"2005","NA","2577.0835"
Suriname,"2006","NA","2536.24631"
Suriname,"2007","NA","2466.89566"
Suriname,"2008","NA","3262.83885"
Suriname,"2009","NA","3125.74816500608"
Suriname,"2010","NA","2532.29392517383"
Suriname,"2011","NA","2598.26121843145"
Suriname,"2012","NA","2657.8776235695"
Suriname,"2013","NA","NA"
Suriname,"2014","NA","NA"
Swaziland,"2005","NA","2940.4136"
Swaziland,"2006","NA","2646.7356"
Swaziland,"2007","NA","3715.2655"
Swaziland,"2008","NA","3255.8421"
Swaziland,"2009","NA","3032.49166449197"
Swaziland,"2010","NA","3378.3390138447"
Swaziland,"2011","NA","3430.02474988828"
Swaziland,"2012","NA","3478.03453213704"
Swaziland,"2013","NA","NA"
Swaziland,"2014","NA","NA"
Sweden,"2005","-36.2439364320497","74562.6056"
Sweden,"2006","-34.9882593247762","74171.135"
Sweden,"2007","-34.1963819020578","71293.1667"
Sweden,"2008","-33.8787047494935","69993.2847"
Sweden,"2009","-41.6383306777836","65034.0671220206"
Sweden,"2010","NA","71434.7098130697"
Sweden,"2011","NA","68780.3304510237"
Sweden,"2012","NA","65767.7870645559"
Sweden,"2013","NA","NA"
Sweden,"2014","NA","NA"
Switzerland,"2005","-0.373288965086197","55882.8478"
Switzerland,"2006","0.952185027390134","55762.0053"
Switzerland,"2007","0.568848872102636","54112.486"
Switzerland,"2008","0.574134454286045","56634.8927"
Switzerland,"2009","0.0885596709664323","55245.9738703299"
Switzerland,"2010","NA","57154.1827287513"
Switzerland,"2011","NA","53066.8668627694"
Switzerland,"2012","NA","54108.0975149024"
Switzerland,"2013","NA","NA"
Switzerland,"2014","NA","NA"
Syrian Arab Republic,"2005","NA","67605.9088"
Syrian Arab Republic,"2006","NA","71044.9674"
Syrian Arab Republic,"2007","NA","73073.0659"
Syrian Arab Republic,"2008","NA","70097.5424"
Syrian Arab Republic,"2009","NA","69995.6579645358"
Syrian Arab Republic,"2010","NA","73021.0350245709"
Syrian Arab Republic,"2011","NA","75181.2622617497"
Syrian Arab Republic,"2012","NA","77118.711861813"
Syrian Arab Republic,"2013","NA","NA"
Syrian Arab Republic,"2014","NA","NA"
Tajikistan,"2005","NA","12218.0161"
Tajikistan,"2006","NA","13240.0017"
Tajikistan,"2007","NA","14531.7933"
Tajikistan,"2008","NA","14274.5997"
Tajikistan,"2009","NA","14128.8782893332"
Tajikistan,"2010","NA","14727.2055380711"
Tajikistan,"2011","NA","15285.8198091057"
Tajikistan,"2012","NA","15364.5752926943"
Tajikistan,"2013","NA","NA"
Tajikistan,"2014","NA","NA"
Tanzania,"2005","NA","269558.988"
Tanzania,"2006","NA","167500.799"
Tanzania,"2007","NA","202224.85"
Tanzania,"2008","NA","201404.515"
Tanzania,"2009","NA","231456.25049325"
Tanzania,"2010","NA","234147.160880009"
Tanzania,"2011","NA","234762.029551845"
Tanzania,"2012","NA","235353.116917654"
Tanzania,"2013","NA","NA"
Tanzania,"2014","NA","NA"
Thailand,"2005","NA","364315.701"
Thailand,"2006","NA","349980.871"
Thailand,"2007","NA","388568.002"
Thailand,"2008","NA","357708.275"
Thailand,"2009","NA","363782.105446216"
Thailand,"2010","NA","421227.830998173"
Thailand,"2011","NA","431312.309909655"
Thailand,"2012","NA","440411.679002401"
Thailand,"2013","NA","NA"
Thailand,"2014","NA","NA"
Timor-Leste,"2005","NA","885.58214"
Timor-Leste,"2006","NA","898.09615"
Timor-Leste,"2007","NA","901.8808"
Timor-Leste,"2008","NA","912.7317"
Timor-Leste,"2009","NA","925.415296218775"
Timor-Leste,"2010","NA","940.459643325301"
Timor-Leste,"2011","NA","949.906839441293"
Timor-Leste,"2012","NA","959.347403614566"
Timor-Leste,"2013","NA","NA"
Timor-Leste,"2014","NA","NA"
Togo,"2005","NA","32080.958"
Togo,"2006","NA","17748.1831"
Togo,"2007","NA","19389.963"
Togo,"2008","NA","27174.075"
Togo,"2009","NA","23856.093170699"
Togo,"2010","NA","22578.1196825482"
Togo,"2011","NA","22760.6386155452"
Togo,"2012","NA","22931.8554918877"
Togo,"2013","NA","NA"
Togo,"2014","NA","NA"
Tonga,"2005","NA","153.79002"
Tonga,"2006","NA","152.774844"
Tonga,"2007","NA","153.466908"
Tonga,"2008","NA","147.585116"
Tonga,"2009","NA","147.552847755048"
Tonga,"2010","NA","151.934445980651"
Tonga,"2011","NA","155.290599558298"
Tonga,"2012","NA","158.360797652921"
Tonga,"2013","NA","NA"
Tonga,"2014","NA","NA"
Trinidad and Tobago,"2005","NA","43922.03567"
Trinidad and Tobago,"2006","NA","52004.71641"
Trinidad and Tobago,"2007","NA","51308.1038"
Trinidad and Tobago,"2008","NA","54553.4709"
Trinidad and Tobago,"2009","NA","54882.3407344638"
Trinidad and Tobago,"2010","NA","58068.7623984508"
Trinidad and Tobago,"2011","NA","59776.5834191611"
Trinidad and Tobago,"2012","NA","61308.5253484805"
Trinidad and Tobago,"2013","NA","NA"
Trinidad and Tobago,"2014","NA","NA"
Tunisia,"2005","NA","32172.81872"
Tunisia,"2006","NA","33238.0391"
Tunisia,"2007","NA","33570.51959"
Tunisia,"2008","NA","35101.99196"
Tunisia,"2009","NA","35556.6116489669"
Tunisia,"2010","NA","37649.9734733698"
Tunisia,"2011","NA","38741.1352417547"
Tunisia,"2012","NA","39721.0088471343"
Tunisia,"2013","NA","NA"
Tunisia,"2014","NA","NA"
Turkey,"2005","-69.5326037305167","347595.11"
Turkey,"2006","-75.9354202233001","377156.061"
Turkey,"2007","-76.2740006401317","406298.253"
Turkey,"2008","-80.5797115606271","399181.904"
Turkey,"2009","-82.5282777565839","404636.723099019"
Turkey,"2010","NA","422721.874159766"
Turkey,"2011","NA","434798.461210204"
Turkey,"2012","NA","445640.078387113"
Turkey,"2013","NA","NA"
Turkey,"2014","NA","NA"
Turkmenistan,"2005","NA","79175.65"
Turkmenistan,"2006","NA","81028.319"
Turkmenistan,"2007","NA","86686.09"
Turkmenistan,"2008","NA","91468.9779"
Turkmenistan,"2009","NA","80016.1400189655"
Turkmenistan,"2010","NA","87379.668518004"
Turkmenistan,"2011","NA","88648.7177282147"
Turkmenistan,"2012","NA","92178.0749079615"
Turkmenistan,"2013","NA","NA"
Turkmenistan,"2014","NA","NA"
Turks and Caicos Islands,"2005","NA","9.00500888"
Turks and Caicos Islands,"2006","NA","10.3498174"
Turks and Caicos Islands,"2007","NA","16.1542519"
Turks and Caicos Islands,"2008","NA","16.9567206"
Turks and Caicos Islands,"2009","NA","17.2654571342346"
Turks and Caicos Islands,"2010","NA","18.2581230136077"
Turks and Caicos Islands,"2011","NA","18.7452496568376"
Turks and Caicos Islands,"2012","NA","19.1849644977968"
Turks and Caicos Islands,"2013","NA","NA"
Turks and Caicos Islands,"2014","NA","NA"
Tuvalu,"2005","NA","5.0426927"
Tuvalu,"2006","NA","5.0450923"
Tuvalu,"2007","NA","5.0529942"
Tuvalu,"2008","NA","5.0625602"
Tuvalu,"2009","NA","5.06820788774088"
Tuvalu,"2010","NA","5.1096784152729"
Tuvalu,"2011","NA","5.17598123419742"
Tuvalu,"2012","NA","5.23991676902267"
Tuvalu,"2013","NA","NA"
Tuvalu,"2014","NA","NA"
Uganda,"2005","NA","111346.724"
Uganda,"2006","NA","40779.024"
Uganda,"2007","NA","104200.612"
Uganda,"2008","NA","89206.67"
Uganda,"2009","NA","52830.3474079837"
Uganda,"2010","NA","79906.210271338"
Uganda,"2011","NA","80318.9682529937"
Uganda,"2012","NA","80725.0849205519"
Uganda,"2013","NA","NA"
Uganda,"2014","NA","NA"
